id,ad1,ad2,source_ad1,source_ad2,count.paraphrase,count.nonparaphrase,count.preference_ad1,count.preference_ad2,count.preference_skip
19392,1ヶ月だけ働きたい方も歓迎,【短期間OK】1ヶ月限定勤務歓迎,camera_train_7466,calm22b,5,0,3,6,1
19393,【公式】パールプラス瑞浪店,瑞浪店【公式】パールプラス,camera_train_7467,calm22b,5,0,7,1,2
19394,【公式】パールプラス瑞浪店,公式パールプラス瑞浪店はこちら,camera_train_7467,swallow8b,5,0,6,4,0
19395,ソフトバンク エアー 料金,ソフトバンク エアー 料金プラン,camera_train_7468,swallow70b,4,1,1,5,4
19396,【公式】スカパー加入ページ,スカパー加入【公式】,camera_train_7472,calm22b,4,1,7,2,1
19397,【公式】スカパー加入ページ,スカパー加入ページ【公式】,camera_train_7472,swallow70b,5,0,6,1,3
19398,【公式】スカパー加入ページ,スカパー【公式】加入ページ,camera_train_7472,swallow8b,5,0,7,1,2
19399,仙台市の格安ホテル／じゃらん,"仙台市・5,000円以下の宿",camera_train_7473,calm7b,0,5,0,0,0
19400,カプセルヘアーサロン,最新のカプセルヘアーサロン,camera_train_7474,calm22b,3,2,1,8,1
19401,カプセルヘアーサロン,ヘアーサロンはカプセル,camera_train_7474,human,1,4,0,0,0
19402,マグネットダイヤルゲージ,測定具固定マグネット,camera_train_7475,human,2,3,0,0,0
19403,クリパル・ジャパン,クリパル・ジャパンで英語を学ぶ,camera_train_7477,swallow8b,0,5,0,0,0
19404,【目白】シェービングサロン予約,予約シェービングサロン【目白】,camera_train_7478,human,5,0,6,1,3
19405,【SUUMO】東久留米市の新築戸建,東久留米市の新築戸建はスーモ,camera_train_7479,human,5,0,9,0,1
19406,【岡場でおすすめ】美容院,岡場でおすすめの美容院,camera_train_747,calm22b,5,0,7,2,1
19407,【公式サイト】ホームプロ,ホームプロの公式ページ見てね,camera_train_7481,calm22b,4,1,8,1,1
19408,【公式サイト】ホームプロ,ホームプロ【公式サイト】です。,camera_train_7481,swallow70b,4,1,8,0,2
19409,【公式サイト】ホームプロ,ホームプロの公式サイトです。,camera_train_7481,swallow8b,5,0,6,1,3
19410,M4 ボルト ステンレスなら,M4ボルト用ステンレス製品,camera_train_7483,swallow70b,2,3,0,0,0
19411,オーブ ヘアー セイル 亀戸店,亀戸のオーブ ヘアー セイル,camera_train_7485,calm22b,5,0,5,4,1
19412,オーブ ヘアー セイル 亀戸店,オーブヘアーセイル亀戸店,camera_train_7485,swallow70b,5,0,1,2,7
19413,【関西版】1円でも安い清掃業者,一円でも安い清掃業者比較関西版,camera_train_7486,human,4,1,9,1,0
19414,【関西版】1円でも安い清掃業者,最安値【清掃業者】関西版,camera_train_7486,swallow70b,3,2,7,3,0
19415,福岡に移住・UIターン転職なら,福岡へのUIターン転職サポート,camera_train_7487,calm22b,3,2,4,6,0
19416,サイバー攻撃・ハッキング対処,迅速対応。情報漏洩対策,camera_train_7488,calm7b,1,4,0,0,0
19417,ラリザ,ラリザで「美肌」ゲット,camera_train_7490,swallow70b,0,5,0,0,0
19418,e,おすすめeスポーツチーム,camera_train_7491,calm7b,0,5,0,0,0
19419,京丹後大宮駅周辺の格安ホテル,京丹後大宮駅周辺【格安】ホテル,camera_train_7493,calm22b,5,0,3,4,3
19420,お金を借りるなら、どこがいい？,どこでお金を借りるのが最適？,camera_train_7494,calm22b,5,0,9,1,0
19421,【やめたほうがいい】車査定の罠,車査定の罠にはご注意ください,camera_train_7495,calm22b,3,2,2,7,1
19422,【やめたほうがいい】車査定の罠,車査定の罠【やめたほうがいい】,camera_train_7495,swallow70b,5,0,3,2,5
19423,【やめたほうがいい】車査定の罠,車査定の罠に注意しましょう,camera_train_7495,swallow8b,2,3,0,0,0
19424,【ベンナビ弁護士保険】,【緊急】弁護士保険ならベンナビ,camera_train_7498,swallow70b,3,2,2,6,2
19425,【ベンナビ弁護士保険】,緊急時に頼れる【弁護士保険】,camera_train_7498,swallow8b,3,2,1,8,1
19426,【12/29まで】相談予約受付中,相談予約【12/29まで】受付,camera_train_7499,calm22b,5,0,6,3,1
19427,【12/29まで】相談予約受付中,12/29まで【相談予約受付中】,camera_train_7499,swallow70b,5,0,7,1,2
19428,【12/29まで】相談予約受付中,相談予約受付中【12/29まで】,camera_train_7499,swallow8b,5,0,4,5,1
19429,個人事業主でも最短即日調達可能,個人事業主も即日資金調達可能,camera_train_749,calm22b,5,0,5,2,3
19430,個人事業主でも最短即日調達可能,【最短即日調達可】個人事業主,camera_train_749,human,4,1,1,9,0
19431,個人事業主でも最短即日調達可能,個人事業主でも即日調達可能,camera_train_749,swallow8b,3,2,6,3,1
19432,カーサカラー モザイクモール…,カーサカラー＠モザイクモール,camera_train_7503,calm22b,4,1,1,4,5
19433,カーサカラー モザイクモール…,モザイクモールのカーサ,camera_train_7503,human,5,0,2,6,2
19434,カーサカラー モザイクモール…,カーサカラー・モザイクモール,camera_train_7503,swallow70b,5,0,1,6,3
19435,人材コーディネーターの転職なら,転職なら人材コーディネーター,camera_train_7504,calm7b,3,2,3,7,0
19436,予約手数料なしで格安ホテル予約,格安ホテル予約、予約手数料0,camera_train_7506,calm22b,5,0,1,7,2
19437,予約手数料なしで格安ホテル予約,【手数料ゼロ】格安ホテル予約,camera_train_7506,human,5,0,2,7,1
19438,予約手数料なしで格安ホテル予約,お得なホテル予約【手数料ゼロ】,camera_train_7506,swallow70b,4,1,2,7,1
19439,予約手数料なしで格安ホテル予約,格安ホテル予約【手数料0】,camera_train_7506,swallow8b,5,0,3,6,1
19440,【磐田】メンズ美容院・美容室,【磐田】男性向け美容院・美容室,camera_train_7507,swallow70b,5,0,6,2,2
19441,グルコサミン効果なしって本当？,グルコサミン効果ない？本当？,camera_train_750,swallow8b,5,0,7,1,2
19442,瀬谷駅 分譲 一戸建て,瀬谷駅近くの一戸建て住宅,camera_train_7510,calm22b,2,3,0,0,0
19443,瀬谷駅 分譲 一戸建て,瀬谷駅前住宅,camera_train_7510,human,3,2,9,1,0
19444,瀬谷駅 分譲 一戸建て,瀬谷駅 分譲 一戸建ての物件探し,camera_train_7510,swallow70b,2,3,0,0,0
19445,愛してください先生,愛すること、教えます。,camera_train_7513,calm7b,0,5,0,0,0
19446,愛してください先生,先生愛してください,camera_train_7513,human,5,0,6,2,2
19447,愛してください先生,先生に愛してください。,camera_train_7513,swallow70b,0,5,0,0,0
19448,無料のサービス資料公開中,無料のサービ資料公開中,camera_train_7516,calm22b,3,2,7,1,2
19449,無料のサービス資料公開中,いますぐ無料で資料をGET,camera_train_7516,calm7b,3,2,1,7,2
19450,無料のサービス資料公開中,無料のサービス資料を公開中,camera_train_7516,swallow8b,5,0,5,2,3
19451,【警告】ハッキングされてるかも,ハッキングの危険？確認してみる,camera_train_7517,swallow8b,2,3,0,0,0
19452,通信用SPD・避雷器,通信用避雷器,camera_train_7518,swallow70b,3,2,10,0,0
19453,とにかく【今すぐ】お金が必要,即時の金銭需要に対応,camera_train_7519,calm22b,4,1,6,3,1
19454,とにかく【今すぐ】お金が必要,即時資金調達が必要な場合,camera_train_7519,swallow70b,3,2,5,3,2
19455,ヘアーエスクールフェイス,【関内でおすすめ】ネイル,camera_train_751,calm22b,0,5,0,0,0
19456,ヘアーエスクールフェイス,フェイス【ヘアーエスクール】,camera_train_751,swallow70b,4,1,0,10,0
19457,ヘアーエスクールフェイス,フェイスエスクールヘアー,camera_train_751,swallow8b,2,3,0,0,0
19458,アトム法律事務所 新宿支部,新宿での法律相談はアトムへ,camera_train_7521,calm22b,3,2,4,6,0
19459,アトム法律事務所 新宿支部,アトム法律事務所新宿支部,camera_train_7521,swallow8b,4,1,5,0,5
19460,船橋発・名古屋行き,船橋出発名古屋行き,camera_train_7522,calm22b,5,0,3,2,5
19461,ショパンに挑みし者たち,挑戦者たち、ショパンの舞台へ,camera_train_7527,calm22b,0,5,0,0,0
19462,ショパンに挑みし者たち,ショパンに挑戦する者たち,camera_train_7527,swallow70b,5,0,6,4,0
19463,ショパンに挑みし者たち,ショパンに挑戦する者たち,camera_train_7527,swallow8b,5,0,3,4,3
19464,ネット回線ベスト5ランキング,最高評価のネット回線トップ5,camera_train_7529,calm22b,4,1,3,6,1
19465,受講してよかった講座ランキング,受講してよかった講座順位,camera_train_752,human,5,0,7,2,1
19466,メディケア生命 公式サイト,メディケア生命公式サイト,camera_train_7530,calm22b,5,0,1,1,8
19467,メディケア生命 公式サイト,メディケア生命保険公式サイト,camera_train_7530,calm7b,4,1,3,5,2
19468,メディケア生命 公式サイト,【公式】メディケア生命HP,camera_train_7530,human,5,0,2,6,2
19469,断熱性能に優れた新築戸建て,高断熱の新築戸建て,camera_train_7531,calm22b,3,2,6,4,0
19470,断熱性能に優れた新築戸建て,断熱対策完璧よ新築,camera_train_7531,human,2,3,0,0,0
19471,断熱性能に優れた新築戸建て,断熱性能の高い新築戸建て,camera_train_7531,swallow8b,5,0,5,2,3
19472,【新着】幸の戸建て情報,幸せを運ぶ最新の一戸建て情報,camera_train_7534,human,5,0,4,6,0
19473,【新着】幸の戸建て情報,新着の幸の戸建て情報をチェック,camera_train_7534,swallow70b,2,3,0,0,0
19474,杉並区の高級有料老人ホーム,すぎなみ区で高級有料ほーむ,camera_train_7536,calm22b,4,1,8,0,2
19475,ゴルフ 予約 兵庫,【予約】兵庫県ゴルフ場,camera_train_7537,human,5,0,0,10,0
19476,アイノウEX／エバーライフ公式,エバーライフ公式 アイノウEX,camera_train_7538,human,5,0,4,4,2
19477,アイノウEX／エバーライフ公式,エバーライフ公式【アイノウEX】,camera_train_7538,swallow8b,4,1,1,7,2
19478,2022年【最新】人気ランキング,2022年最新【人気ランキング】,camera_train_7541,calm22b,5,0,4,2,4
19479,【豊春】美容室・ヘアサロン,豊春の美容室・ヘアサロン,camera_train_7543,calm22b,5,0,6,1,3
19480,草津の温泉宿【最安値】予約,草津最安値の温泉宿を予約,camera_train_7544,calm22b,4,1,6,3,1
19481,【公式】クラブツーリズム,クラブツーリズムの公式ガイド,camera_train_7545,calm22b,5,0,7,2,1
19482,【2022年今月最新】食器買取TOP3,【2022年最新】食器買取トップ3,camera_train_7546,calm22b,5,0,6,1,3
19483,【2022年今月最新】食器買取TOP3,食器買取TOP3最新版,camera_train_7546,human,2,3,0,0,0
19484,東京,ＴＯＫＹＯ,camera_train_7548,human,1,4,0,0,0
19485,新卒向け採用マッチングサイト,新卒採用【マッチングサイト】,camera_train_7549,calm22b,5,0,1,6,3
19486,たった15秒で無料査定,15秒で【無料査定】結果がわかる,camera_train_7550,swallow70b,5,0,5,5,0
19487,ヘアールームフルール,薄毛に悩む人に朗報です。,camera_train_7551,swallow70b,0,5,0,0,0
19488,【2022最新】,2022年最新版,camera_train_7554,swallow8b,5,0,4,3,3
19489,ホットペッパービューティー公式,HOT PEPPER beauty 公式,camera_train_7556,human,5,0,5,1,4
19490,センスと技術力で著名人御用達,【センスと技術】で著名人も通う,camera_train_7561,calm22b,5,0,4,5,1
19491,エム・アールエフ株式会社,薬機法対応【MRF】 医療用医薬品,camera_train_7563,calm7b,1,4,0,0,0
19492,美しく齢を重ねるためのケア,美しさを保つエイジングケア,camera_train_7564,calm22b,3,2,4,5,1
19493,美しく齢を重ねるためのケア,美しく年齢を重ねるためのケア,camera_train_7564,swallow8b,5,0,1,6,3
19494,【東船橋】技術力で評判の整体院,技術力で評判の整体院【東船橋】,camera_train_7565,swallow70b,5,0,5,3,2
19495,【東船橋】技術力で評判の整体院,東船橋で評判の整体院【技術力】,camera_train_7565,swallow8b,4,1,8,2,0
19496,LEOCの中途採用【大規模募集】,LEOCで中途採用募集中,camera_train_7566,calm22b,2,3,0,0,0
19497,LEOCの中途採用【大規模募集】,多数の中途採用枠,camera_train_7566,calm7b,1,4,0,0,0
19498,LEOCの中途採用【大規模募集】,LEOCの中途採用【大量募集】,camera_train_7566,swallow70b,5,0,5,3,2
19499,LEOCの中途採用【大規模募集】,LEOCで働く【中途採用】大募集中,camera_train_7566,swallow8b,5,0,3,6,1
19500,【公式】駿台中学部（進学塾）,【進学塾】駿台中学部【公式】,camera_train_7567,calm22b,5,0,6,1,3
19501,【公式】駿台中学部（進学塾）,進学塾[公式]駿台中等部,camera_train_7567,human,2,3,0,0,0
19502,【最新版】医療脱毛おすすめTOP5,最新の医療脱毛おすすめ5選,camera_train_756,calm7b,4,1,8,0,2
19503,【最新版】医療脱毛おすすめTOP5,【最新】医療脱毛のおすすめ5選,camera_train_756,swallow70b,5,0,5,2,3
19504,【最新版】医療脱毛おすすめTOP5,最新の医療脱毛おすすめTOP5,camera_train_756,swallow8b,5,0,9,0,1
19505,【公式】FXならGMOクリック証券,【FX】GMOクリック証券【公式】,camera_train_7572,calm22b,4,1,8,1,1
19506,【公式】FXならGMOクリック証券,GMOクリック証券【公式】FX,camera_train_7572,swallow70b,5,0,6,3,1
19507,【公式】FXならGMOクリック証券,FXならGMOクリック証券【公式】,camera_train_7572,swallow8b,5,0,6,2,2
19508,ハンドマッサージ械,ハンドマッサージ【最新機械】,camera_train_7574,calm22b,3,2,0,10,0
19509,ハンドマッサージ械,手のマッサージ機,camera_train_7574,human,3,2,6,3,1
19510,ハンドマッサージ械,ハンドマッサージ機,camera_train_7574,swallow70b,2,3,0,0,0
19511,つくばみらい市の格安ホテル,つくばみらい市の低価格ホテル,camera_train_7576,calm22b,5,0,7,2,1
19512,3ヶ月で生やす／AGA治療,「3ヶ月で」生やすAGA治療,camera_train_7577,calm22b,5,0,5,3,2
19513,3ヶ月で生やす／AGA治療,3ヶ月で生える／AGA治療,camera_train_7577,swallow8b,5,0,2,6,2
19514,【2022】「今」使うべき厳選5選,2022年版【今】使うべき厳選5選,camera_train_7579,swallow70b,5,0,6,3,1
19515,【2022】「今」使うべき厳選5選,2022年版「今」使うべき厳選5選,camera_train_7579,swallow8b,5,0,1,7,2
19516,eスポーツを極める専門校,専門校でeスポーツを極める,camera_train_757,calm7b,4,1,7,1,2
19517,eスポーツを極める専門校,eスポーツを極める専門校です。,camera_train_757,swallow70b,4,1,6,1,3
19518,"1回￥3,150～定額制のトイレ清掃","トイレ清掃は定額制の￥3,150で",camera_train_7581,calm7b,3,2,7,2,1
19519,10人中9人が安さを実感,【安さを実感】10人中9人,camera_train_7583,human,5,0,5,5,0
19520,10人中9人が安さを実感,10人中9人が実感した安さ,camera_train_7583,swallow70b,5,0,7,3,0
19521,固定電話のお申し込みなら,固定電話のご用命は,camera_train_7584,human,4,1,9,0,1
