id,input_ad,generated_ad1,generated_ad2,count.preference_ad1,count.preference_ad2,count.preference_skip,source_input_ad,model_ad1,model_ad2,split
6595,【公式】横浜銀行カードローン,横浜銀行カードローン【公式】,横浜銀行カードローン公式,7,0,3,camera_train_5377,swallow70b,human,train
6596,【公式】横浜銀行カードローン,公式カードローン＠横浜銀行,横浜銀行カードローン公式,3,7,0,camera_train_5377,swallow8b,human,train
6597,【公式】横浜銀行カードローン,公式カードローン＠横浜銀行,横浜銀行カードローン【公式】,0,6,4,camera_train_5377,swallow8b,swallow70b,train
6598,公式/ブライトエイジホワイト,ブライトエイジホワイト【公式】,公式ブライトエイジホワイト,7,2,1,camera_train_5379,swallow70b,calm22b,train
6599,公式/ブライトエイジホワイト,公式ブライトエイジホワイト,ブライトエイジホワイト【公式】,4,5,1,camera_train_5379,swallow8b,swallow70b,train
6600,ビレッツの情報,ビレッツの情報はこちらです。,ビレッツ情報,4,5,1,camera_train_537,swallow8b,calm22b,train
6601,銀行の低金利でおまとめ可能,銀行で低金利【おまとめローン】,低金利で【おまとめ】銀行,9,1,0,camera_train_5380,calm7b,calm22b,train
6602,銀行の低金利でおまとめ可能,【銀行】の低金利でおまとめ可能,低金利で【おまとめ】銀行,2,5,3,camera_train_5380,swallow70b,calm22b,train
6603,銀行の低金利でおまとめ可能,【銀行】の低金利でおまとめ可能,銀行で低金利【おまとめローン】,1,7,2,camera_train_5380,swallow70b,calm7b,train
6604,【2022年】カードローン比較,2022年最新カードローン比較,【2022ねん】かーどろーんくらべ,10,0,0,camera_train_5381,swallow8b,calm22b,train
6605,自動車保険【安く抑えたい】なら,自動車保険 安く抑えるなら,自動車保険【格安】比較サイト,1,9,0,camera_train_5382,calm7b,calm22b,train
6606,自動車保険【安く抑えたい】なら,自動車保険を【安く抑える】なら,自動車保険【格安】比較サイト,2,8,0,camera_train_5382,swallow8b,calm22b,train
6607,自動車保険【安く抑えたい】なら,自動車保険を【安く抑える】なら,自動車保険 安く抑えるなら,5,4,1,camera_train_5382,swallow8b,calm7b,train
6608,融資までスピーディーに対応,スピーディーに融資対応します,スピーディーに融資に対応します,3,1,6,camera_train_5384,swallow70b,calm22b,valid
6609,【赤坂でおすすめ】美容室,私のおすすめ美容室＠赤坂,赤坂人気美容室,5,4,1,camera_train_5391,swallow70b,human,valid
6610,採用ブランディングの「ENTRY」,採用プランはENTRY,採用ブランディング「ENTRY」,3,6,1,camera_train_5393,human,calm22b,train
6611,採用ブランディングの「ENTRY」,採用ブランディング「ENTRY」,採用プランはENTRY,5,2,3,camera_train_5393,swallow70b,human,train
6612,採用ブランディングの「ENTRY」,「ENTRY」採用ブランディング,採用ブランディング「ENTRY」,0,8,2,camera_train_5393,swallow8b,calm22b,train
6613,採用ブランディングの「ENTRY」,「ENTRY」採用ブランディング,採用プランはENTRY,6,3,1,camera_train_5393,swallow8b,human,train
6614,採用ブランディングの「ENTRY」,「ENTRY」採用ブランディング,採用ブランディング「ENTRY」,1,7,2,camera_train_5393,swallow8b,swallow70b,train
6615,アゴダで格安のホテル予約,格安ホテル予約【アゴダ】,アゴダで【格安】ホテル予約,5,1,4,camera_train_5394,calm7b,calm22b,train
6616,アゴダで格安のホテル予約,アゴダで格安ホテル予約,アゴダで【格安】ホテル予約,2,7,1,camera_train_5394,swallow8b,calm22b,train
6617,アゴダで格安のホテル予約,アゴダで格安ホテル予約,格安ホテル予約【アゴダ】,5,5,0,camera_train_5394,swallow8b,calm7b,train
6618,有馬 温泉 予約,【有馬温泉】予約はこちら,有馬温泉【予約】,8,2,0,camera_train_5397,swallow70b,calm22b,train
6619,有馬 温泉 予約,【有馬温泉】予約可能な宿を探す,有馬温泉【予約】,7,3,0,camera_train_5397,swallow8b,calm22b,train
6620,有馬 温泉 予約,【有馬温泉】予約可能な宿を探す,【有馬温泉】予約はこちら,5,4,1,camera_train_5397,swallow8b,swallow70b,train
6621,【平和島でおすすめ】ネイル,おすすめネイルサロン＠平和島,ネイル 【平和島でおすすめ,7,0,3,camera_train_5399,swallow70b,human,test
6622,【平和島でおすすめ】ネイル,平和島でおすすめネイルサロン,ネイル 【平和島でおすすめ,10,0,0,camera_train_5399,swallow8b,human,test
6623,【平和島でおすすめ】ネイル,平和島でおすすめネイルサロン,おすすめネイルサロン＠平和島,2,4,4,camera_train_5399,swallow8b,swallow70b,test
6624,リリーの空き状況,リリーの予約状況を確認,【予約状況】リリー,4,5,1,camera_train_5400,swallow8b,human,train
6625,【京成八幡でおすすめ】美容院,京成八幡で評判の美容院,【京成八幡】おすすめの美容院,3,5,2,camera_train_5410,swallow70b,calm22b,train
6626,【中野栄でおすすめ】美容室,中野栄のおすすめ美容室,中野栄でおすすめの美容室,4,2,4,camera_train_5416,swallow70b,calm22b,train
6627,【中野栄でおすすめ】美容室,中野栄で人気の美容室,中野栄でおすすめの美容室,2,5,3,camera_train_5416,swallow8b,calm22b,train
6628,【中野栄でおすすめ】美容室,中野栄で人気の美容室,中野栄のおすすめ美容室,4,4,2,camera_train_5416,swallow8b,swallow70b,train
6629,【公式】おそうじ本舗,公式】おそうじ本舗,【掃除のプロ】おそうじ本舗公式,2,7,1,camera_train_5417,swallow70b,human,train
6630,【公式】U,公式ユー,【公式】ユー,0,9,1,camera_train_5419,swallow8b,swallow70b,train
6631,給湯器をエコキュートに交換,エコキュートに給湯器を交換する,給湯器交換⇨エコキュート,5,4,1,camera_train_541,swallow70b,calm22b,train
6632,給湯器をエコキュートに交換,エコキュートに交換【給湯器】,給湯器交換⇨エコキュート,5,4,1,camera_train_541,swallow8b,calm22b,train
6633,給湯器をエコキュートに交換,エコキュートに交換【給湯器】,エコキュートに給湯器を交換する,6,1,3,camera_train_541,swallow8b,swallow70b,train
6634,ズバリ中学生の塾、どこが良い？,中学生の塾選び、どこがベスト？,中学生の塾、どこが良いのか,5,1,4,camera_train_5424,swallow8b,human,train
6635,【東金駅】人気のまつげサロン,東金駅で人気のまつげサロン,東金駅で評判のまつげサロン,7,1,2,camera_train_5444,swallow70b,calm22b,train
6636,真牛網焼き工房,【真牛網焼き工房】,網焼き工房【真牛】,2,6,2,camera_train_5445,swallow70b,calm7b,train
6637,任意整理するとどうなるの？,任意整理のメリット・デメリット,任意整理を行った場合の影響,9,0,1,camera_train_5446,human,calm22b,train
6638,任意整理するとどうなるの？,任意整理するとどうなるのか？,任意整理を行った場合の影響,6,3,1,camera_train_5446,swallow8b,calm22b,train
6639,任意整理するとどうなるの？,任意整理するとどうなるのか？,任意整理のメリット・デメリット,0,10,0,camera_train_5446,swallow8b,human,train
6640,マルベリー™ 公式サイト,【マルベリー】公式サイト,【マルベリー™】公式サイト,1,6,3,camera_train_5453,swallow70b,calm22b,train
6641,マルベリー™ 公式サイト,【公式】マルベリー™サイト,【マルベリー™】公式サイト,6,2,2,camera_train_5453,swallow8b,calm22b,train
6642,マルベリー™ 公式サイト,【公式】マルベリー™サイト,【マルベリー】公式サイト,5,2,3,camera_train_5453,swallow8b,swallow70b,train
6643,【美少年、いただきました】,美少年、いただきました,「美少年、いただきました」,6,1,3,camera_train_5462,swallow70b,calm22b,train
6644,【公式】三菱UFJ銀行,三菱UFJ銀行【公式】,公式三菱UFJ銀行,9,0,1,camera_train_5464,swallow8b,calm22b,train
6645,外苑前駅徒歩1分,徒歩1分外苑前駅,外苑前駅から徒歩1分以内だよ,6,4,0,camera_train_5466,human,calm22b,train
6646,外苑前駅徒歩1分,外苑前駅から徒歩1分です。,外苑前駅から徒歩1分以内だよ,5,2,3,camera_train_5466,swallow70b,calm22b,train
6647,外苑前駅徒歩1分,外苑前駅から徒歩1分です。,徒歩1分外苑前駅,7,3,0,camera_train_5466,swallow70b,human,train
6648,メンズビギ 公式通販,公式通販メンズビギ,メンズビギ公式通販,3,5,2,camera_train_5467,human,calm22b,train
6649,メンズビギ 公式通販,メンズビギ 公式通販サイト,メンズビギ公式通販,9,0,1,camera_train_5467,swallow70b,calm22b,train
6650,メンズビギ 公式通販,メンズビギ 公式通販サイト,公式通販メンズビギ,6,3,1,camera_train_5467,swallow70b,human,train
6651,【公式】大正製薬／睡眠サポート,[公式]大正製薬／眠り・楽々,大正製薬の公式【睡眠サポート】,2,7,1,camera_train_5469,human,calm22b,train
6652,桶川市の格安ホテル,格安ホテル@桶川市,桶川市の【格安ホテル】見つかる,1,7,2,camera_train_5473,calm7b,calm22b,train
6653,イミニファイン100が付いてくる,イミニ【100】がつく商品,イミニファイン100付きセット,2,3,5,camera_train_5476,calm7b,calm22b,test
6654,イミニファイン100が付いてくる,イミニファイン100付きです。,イミニファイン100付きセット,0,8,2,camera_train_5476,swallow70b,calm22b,test
6655,イミニファイン100が付いてくる,イミニファイン100付きです。,イミニ【100】がつく商品,2,6,2,camera_train_5476,swallow70b,calm7b,test
6656,イミニファイン100が付いてくる,イミニファイン100付きプラン,イミニファイン100付きセット,2,3,5,camera_train_5476,swallow8b,calm22b,test
6657,イミニファイン100が付いてくる,イミニファイン100付きプラン,イミニ【100】がつく商品,5,3,2,camera_train_5476,swallow8b,calm7b,test
6658,イミニファイン100が付いてくる,イミニファイン100付きプラン,イミニファイン100付きです。,7,0,3,camera_train_5476,swallow8b,swallow70b,test
6659,【雑色駅】人気のまつげサロン,雑色駅の人気まつげサロン,雑色駅近くの人気まつげサロン,2,5,3,camera_train_5478,swallow70b,calm22b,train
6660,【雑色駅】人気のまつげサロン,雑色で人気のまつげサロン,雑色駅近くの人気まつげサロン,3,4,3,camera_train_5478,swallow8b,calm22b,train
6661,【雑色駅】人気のまつげサロン,雑色で人気のまつげサロン,雑色駅の人気まつげサロン,1,5,4,camera_train_5478,swallow8b,swallow70b,train
6662,【ANA公式】航空券＋宿泊,ANA公式の航空券と宿泊を予約,ANA公式【航空券＆宿泊プラン】,0,7,3,camera_train_5483,swallow8b,calm22b,train
6663,【公式】HOT PEPPER Beauty,公式】HOT PEPPER Beauty,HOT PEPPER Beauty公式案内,4,4,2,camera_train_5487,swallow70b,calm22b,train
6664,浜松市の眉とまつげの専門店,美眉と美まつげの専門店 浜松市,浜松市【眉＆まつげ専門】サロン,0,7,3,camera_train_5489,calm7b,calm22b,train
6665,浜松市の眉とまつげの専門店,浜松市の眉とまつげの専門店です,浜松市【眉＆まつげ専門】サロン,0,8,2,camera_train_5489,human,calm22b,train
6666,浜松市の眉とまつげの専門店,浜松市の眉とまつげの専門店です,美眉と美まつげの専門店 浜松市,2,4,4,camera_train_5489,human,calm7b,train
6667,浜松市の眉とまつげの専門店,浜松市の眉とまつげ専門店,浜松市【眉＆まつげ専門】サロン,0,9,1,camera_train_5489,swallow70b,calm22b,train
6668,浜松市の眉とまつげの専門店,浜松市の眉とまつげ専門店,美眉と美まつげの専門店 浜松市,1,7,2,camera_train_5489,swallow70b,calm7b,train
6669,浜松市の眉とまつげの専門店,浜松市の眉とまつげ専門店,浜松市の眉とまつげの専門店です,6,0,4,camera_train_5489,swallow70b,human,train
6670,浜松市の眉とまつげの専門店,浜松市の眉とまつげ専門店,浜松市【眉＆まつげ専門】サロン,1,9,0,camera_train_5489,swallow8b,calm22b,train
6671,浜松市の眉とまつげの専門店,浜松市の眉とまつげ専門店,美眉と美まつげの専門店 浜松市,3,5,2,camera_train_5489,swallow8b,calm7b,train
6672,浜松市の眉とまつげの専門店,浜松市の眉とまつげ専門店,浜松市の眉とまつげの専門店です,6,2,2,camera_train_5489,swallow8b,human,train
6673,山梨正社員募集,山梨県の正社員募集,正社員募集＠山梨,3,6,1,camera_train_5494,swallow70b,calm22b,train
6674,山梨正社員募集,山梨で正社員を募集しています。,正社員募集＠山梨,7,1,2,camera_train_5494,swallow8b,calm22b,train
6675,山梨正社員募集,山梨で正社員を募集しています。,山梨県の正社員募集,3,4,3,camera_train_5494,swallow8b,swallow70b,train
6676,ランキングTOP3【2022年版】,2022年版ランキングTOP3【厳選】,2022年版、ランキングTOP3,9,0,1,camera_train_5495,swallow70b,calm7b,train
6677,ランキングTOP3【2022年版】,2022年版のランキングTOP3,2022年版、ランキングTOP3,1,2,7,camera_train_5495,swallow8b,calm7b,train
6678,ランキングTOP3【2022年版】,2022年版のランキングTOP3,2022年版ランキングTOP3【厳選】,2,7,1,camera_train_5495,swallow8b,swallow70b,train
6679,【Pamouna,Pamouna パモウナです。,Pamouna,6,4,0,camera_train_5500,swallow70b,human,train
6680,現場対応・見積もり無料,現場で見て見積もり無料,無料現場対応・見積もり,4,5,1,camera_train_5502,human,calm22b,train
